Client_ID,Client_Name,Industry_Sector,Country,Annual_Revenue_USD,Number_of_Employees,Risk_Score,Insurance_Premium_USD,Claims_Made_Last_12_Months,Last_Claim_Amount_USD,Policy_Start_Date,Policy_End_Date,Is_High_Risk,Notes
C0382,Secure Pvt,Retail,Singapore,3795961.0,412,98.0,82064.0,Y,64925,2020-12-05,2025-07-03,N,Needs review
C0525,Allied Ltd,Financial Institutions,Singapore,6343669.0,2063,57.0,155043.0,No,14683,2020-01-09,2025-12-03,No,Clean history
C0383,Prime Enterprises,Financial Institutions,India,8317316.0,2654,89.0,26281.0,Yes,70269,2021-04-13,2026-01-29,Y,Needs review
C0363,Global Pvt,Telecom,India,7816868.0,4086,63.0,146958.0,N,51925,2020-07-19,2025-06-07,Yes,Late claims
C0932,Secure Corp,Manufacturing,Australia,5943493.0,1291,73.0,171589.0,NO,20527,2023-06-29,2025-03-01,Yes,Clean history
C0514,NextGen Corp,Manufacturing,India,4508249.0,570,74.0,83356.0,N,87923,2022-11-27,2026-05-05,N,Policy renewal pending
C0027,Secure Ltd,Technology,UK,3375709.0,818,15.0,9648.0,YES,27962,2019-04-25,2026-06-29,Yes,Policy renewal pending
C0476,ABC Corp,Technology,USA,1455531.0,4166,45.0,85811.0,No,42215,2020-07-03,2025-08-29,Yes,Data mismatch
C0424,Prime Corp,Manufacturing,Australia,9897444.0,1295,38.0,170396.0,NO,71088,2019-04-26,2026-12-02,Y,Needs review
C0277,Allied Solutions,Technology,,216381.0,4534,49.0,18893.0,No,49831,2018-06-09,2026-04-08,Y,Data mismatch
C0443,NextGen Solutions,Energy,Germany,2155723.0,3797,34.0,112507.0,Yes,39082,2019-12-11,2025-12-27,No,Frequent small claims
C0454,NextGen Ltd,,Germany,2697480.0,3659,22.0,151721.0,No,42056,2018-04-20,2026-01-01,N,Late claims
C0018,Prime Corp,Healthcare,India,1362752.0,2129,23.0,121656.0,YES,18919,2019-04-01,2026-06-29,N,Good client
C0241,Secure Enterprises,Manufacturing,Canada,9395925.0,88,99.0,90090.0,N,69906,2022-08-07,2025-10-16,N,Good client
C0322,XYZ Ltd,Telecom,Germany,7415360.0,1646,39.0,151144.0,Y,82722,2023-03-06,2026-09-03,N,Data mismatch
C0926,XYZ Enterprises,Manufacturing,Canada,7826890.0,1627,69.0,162636.0,N,36683,2023-03-18,2025-04-08,N,Good client
C0895,XYZ Pvt,Energy,,1014228.0,3275,33.0,197322.0,YES,38230,2023-11-12,2025-09-19,Yes,Policy renewal pending
C0831,Secure Enterprises,Telecom,USA,5852810.0,4449,57.0,68232.0,Yes,48225,2023-11-20,2025-10-02,Yes,Frequent small claims
C0222,Allied Ltd,Technology,India,925816.0,1571,17.0,180021.0,No,88056,2020-03-11,2026-04-19,Yes,Frequent small claims
C0593,Secure Pvt,Financial Institutions,Australia,4266500.0,3645,,20193.0,N,4886,2020-12-16,2026-08-04,N,Needs review
C0558,XYZ Solutions,Telecom,Germany,9914149.0,4288,44.0,67491.0,No,17374,2021-10-04,2025-02-18,Y,Clean history
C0734,Global Solutions,Telecom,UK,6601632.0,4635,1.0,78402.0,N,19610,2021-08-04,2026-11-09,Yes,Data mismatch
C0105,Global Solutions,Technology,Singapore,5615989.0,1354,60.0,27785.0,YES,54845,2018-12-04,2025-11-29,Yes,Needs review
C0023,NextGen Solutions,Technology,UK,5843066.0,1550,6.0,70333.0,No,37564,2019-08-14,2026-02-24,Y,Frequent small claims
C0495,ABC Ltd,Technology,Australia,5482287.0,3726,50.0,67368.0,No,47937,2022-03-20,2026-02-10,N,Data mismatch
C0342,XYZ Solutions,Retail,UK,1096161.0,2732,82.0,24337.0,NO,66736,2024-08-16,2025-07-16,No,Late claims
C0148,XYZ Solutions,Financial Institutions,Canada,5995544.0,4174,,73803.0,Y,1306,2022-07-25,2025-05-05,N,Good client
C0313,XYZ Enterprises,Retail,Germany,3180761.0,2850,85.0,189482.0,Yes,35529,2022-06-14,2026-07-14,N,Needs review
C0407,Secure Pvt,Manufacturing,UK,244356.0,3167,95.0,199743.0,Y,85280,2022-03-25,2026-04-16,Yes,Clean history
C0731,Prime Pvt,Healthcare,Australia,3225354.0,1058,11.0,64234.0,NO,94090,2021-08-29,2025-07-10,Yes,Policy renewal pending
C0098,XYZ Corp,Retail,Canada,7230144.0,3236,60.0,155611.0,Yes,22931,2023-09-10,2026-08-02,N,Frequent small claims
C0535,Secure Pvt,,Canada,8515398.0,3546,84.0,7257.0,YES,64712,2022-08-17,2026-09-08,N,Clean history
C0876,XYZ Corp,Telecom,Australia,4163309.0,85,28.0,196387.0,N,47893,2023-07-16,2026-04-02,N,Good client
C0484,Allied Corp,Technology,Germany,2107635.0,3283,15.0,141643.0,Y,2763,2024-12-16,2026-07-16,No,Late claims
C0561,XYZ Ltd,Financial Institutions,,5847372.0,936,100.0,21923.0,Yes,45913,2022-06-21,2026-10-18,Y,Policy renewal pending
C0497,Allied Solutions,Retail,Canada,1139458.0,569,77.0,49760.0,No,51756,2020-06-28,2026-12-27,Y,Policy renewal pending
C0447,Allied Enterprises,Manufacturing,USA,4680081.0,78,,126534.0,Y,40142,2020-07-21,2025-02-10,N,Data mismatch
C0074,Prime Enterprises,Technology,India,7907313.0,4227,41.0,104239.0,Y,66960,2024-01-11,2025-12-27,Yes,Late claims
C0191,Allied Ltd,Healthcare,Australia,1219043.0,3690,93.0,163806.0,N,84021,2022-08-11,2026-03-29,No,Clean history
C0097,XYZ Enterprises,Retail,Australia,1096107.0,4003,93.0,153226.0,N,90239,2019-01-28,2026-11-14,No,Good client
C0180,XYZ Corp,Healthcare,Australia,7834102.0,4253,11.0,173298.0,Y,1920,2023-12-01,2026-11-10,Yes,Data mismatch
C0283,ABC Solutions,Healthcare,Canada,2557184.0,425,62.0,43635.0,Yes,47195,2022-06-25,2026-06-29,Y,Good client
C0124,XYZ Ltd,Financial Institutions,Singapore,,391,,,NO,71291,2020-12-13,2025-12-21,N,Good client
C0288,ABC Corp,Financial Institutions,Singapore,3872962.0,754,91.0,108651.0,NO,46218,2024-02-15,2025-11-22,N,Late claims
C0725,Secure Corp,Financial Institutions,Germany,4346049.0,331,,113042.0,NO,52691,2019-01-12,2025-09-07,No,Data mismatch
C0296,Allied Corp,Manufacturing,India,3027109.0,4118,32.0,187170.0,No,29493,2022-12-28,2026-07-01,Yes,Policy renewal pending
C0208,Prime Ltd,Technology,Australia,7758426.0,96,97.0,151920.0,N,91176,2020-02-24,2025-10-01,No,Clean history
C0774,Prime Pvt,Healthcare,Singapore,8569872.0,3174,76.0,130681.0,YES,57433,2023-02-05,2026-01-05,Y,Good client
C0717,XYZ Solutions,Telecom,USA,6448564.0,1324,40.0,43405.0,N,70532,2019-12-08,2025-05-22,N,Clean history
C0274,NextGen Ltd,Technology,USA,2369042.0,970,79.0,71093.0,Y,63610,2018-01-11,2025-06-01,Y,Needs review
C0737,Secure Pvt,Energy,USA,8183123.0,2339,30.0,94080.0,YES,72567,2021-05-04,2026-01-07,Yes,Policy renewal pending
C0142,Global Corp,Technology,Germany,4370070.0,1436,50.0,71677.0,No,26990,2023-07-08,2025-10-19,No,Clean history
C0095,Global Solutions,Manufacturing,Germany,3953339.0,4881,20.0,,Y,75277,2018-12-29,2025-07-21,Yes,Frequent small claims
C0271,Secure Solutions,Telecom,USA,5953584.0,1312,25.0,96088.0,No,85178,2023-11-08,2026-05-25,Y,Good client
C0024,ABC Ltd,Retail,UK,6213790.0,335,35.0,187024.0,No,45814,2023-10-19,2026-06-22,N,Data mismatch
C0409,Secure Pvt,Energy,UK,8498043.0,1186,56.0,105859.0,YES,36320,2022-01-28,2026-08-08,Yes,Late claims
C0336,ABC Pvt,Manufacturing,Singapore,2799015.0,4725,22.0,104441.0,YES,71832,2023-04-30,2025-09-30,Y,Needs review
C0234,Prime Pvt,Retail,India,1341082.0,1232,77.0,42772.0,No,12625,2020-04-09,2025-10-13,Y,Policy renewal pending
C0258,Allied Corp,,Canada,5420385.0,3262,5.0,,Y,43516,2022-10-04,2026-02-09,Y,Late claims
C0225,XYZ Enterprises,Healthcare,Germany,,1550,88.0,5138.0,YES,21281,2024-10-16,2026-08-10,N,Needs review
C0643,Prime Enterprises,Manufacturing,Germany,8651881.0,4059,40.0,95306.0,YES,16103,2023-05-22,2026-05-12,No,Policy renewal pending
C0263,XYZ Corp,Healthcare,Singapore,5433152.0,4622,64.0,,No,85947,2020-05-08,2026-06-01,Yes,Frequent small claims
C0674,Allied Corp,Healthcare,Singapore,7053757.0,3205,3.0,,Yes,76234,2020-09-17,2026-08-12,Y,Clean history
C0439,Allied Pvt,Healthcare,Germany,351492.0,4849,58.0,148217.0,NO,90932,2022-08-18,2025-03-12,Yes,Frequent small claims
C0775,Allied Solutions,Energy,UK,8511883.0,1377,92.0,92893.0,Y,5213,2024-03-21,2025-10-23,N,Clean history
C0789,Secure Enterprises,Technology,UK,2313573.0,3731,47.0,68227.0,No,98000,2018-05-04,2025-08-27,Yes,Frequent small claims
C0518,Global Enterprises,Technology,,7617836.0,633,,199187.0,Yes,64925,2021-05-23,2025-10-05,Yes,Policy renewal pending
C0710,XYZ Ltd,Healthcare,Canada,5706594.0,1705,12.0,36433.0,N,84178,2018-11-15,2026-07-12,No,Frequent small claims
C0165,Global Pvt,Financial Institutions,India,139353.0,3970,39.0,84239.0,N,15438,2021-08-25,2026-07-13,Yes,Data mismatch
C0429,ABC Solutions,Telecom,Australia,1689228.0,1315,45.0,166822.0,Y,37158,2018-03-11,2026-06-20,N,Frequent small claims
C0815,Secure Enterprises,Manufacturing,Singapore,5684263.0,785,73.0,135722.0,N,56583,2022-04-10,2026-02-03,Yes,Data mismatch
C0503,XYZ Ltd,Retail,Germany,297775.0,742,42.0,148252.0,Y,33402,2018-11-06,2025-10-04,Y,Late claims
C0578,Secure Enterprises,Energy,Australia,6181950.0,300,88.0,23199.0,N,33722,2018-11-28,2026-02-27,No,Good client
C0020,ABC Ltd,Retail,UK,5764789.0,2382,68.0,148677.0,N,26400,2021-06-02,2026-03-26,No,Good client
C0875,XYZ Pvt,Telecom,Australia,4973594.0,494,73.0,149941.0,N,15830,2021-08-12,2025-12-23,No,Needs review
C0720,Secure Ltd,Financial Institutions,India,5454075.0,4003,1.0,136564.0,No,30257,2023-03-22,2026-03-25,Y,Frequent small claims
C0272,Global Corp,Telecom,Canada,8270528.0,2474,73.0,137279.0,No,20025,2022-05-13,2026-09-10,No,Clean history
C0653,NextGen Corp,Telecom,India,9034845.0,2964,32.0,194657.0,Yes,86908,2019-12-28,2025-05-20,N,Clean history
C0173,NextGen Corp,Technology,Australia,7172695.0,110,82.0,143141.0,YES,41243,2022-10-26,2026-05-09,N,Data mismatch
C0749,Allied Ltd,Energy,Germany,6658221.0,2843,68.0,133389.0,Yes,95040,2018-12-01,2025-06-11,Yes,Late claims
C0072,NextGen Enterprises,Energy,India,8511855.0,964,3.0,39542.0,Yes,97562,2023-12-05,2026-02-28,No,Frequent small claims
C0306,XYZ Pvt,Retail,Canada,2315167.0,3614,25.0,157155.0,Y,95985,2022-03-03,2026-10-25,N,Good client
C0819,NextGen Pvt,Healthcare,USA,1337715.0,2939,87.0,156130.0,N,69341,2022-07-17,2026-12-07,Y,Good client
C0658,Secure Ltd,Retail,Australia,3434817.0,3419,68.0,147980.0,Y,75403,2022-06-21,2026-01-07,Yes,Clean history
C0389,Allied Pvt,Telecom,USA,6195929.0,4845,66.0,,Yes,21113,2019-03-18,2026-09-23,N,Frequent small claims
C0940,Secure Pvt,Manufacturing,,1355564.0,1964,96.0,106754.0,Y,34700,2021-09-14,2025-12-28,Yes,Late claims
C0638,XYZ Solutions,Financial Institutions,UK,6289573.0,2432,51.0,183904.0,YES,33457,2019-08-20,2026-10-02,Yes,Needs review
C0747,Allied Pvt,Healthcare,UK,7685153.0,4453,3.0,129881.0,Y,917,,2026-03-14,Y,Policy renewal pending
C0378,Global Enterprises,Technology,Canada,5687774.0,2433,4.0,99754.0,NO,44049,2022-05-01,2026-06-24,N,Data mismatch
C0754,Secure Corp,Healthcare,Singapore,7415436.0,178,5.0,39064.0,No,16999,2018-01-16,2026-03-16,No,Policy renewal pending
C0969,Allied Solutions,Energy,India,2527540.0,1918,4.0,138872.0,No,63909,2024-12-11,2025-07-27,Yes,Late claims
C0152,NextGen Solutions,Financial Institutions,UK,4422252.0,1186,71.0,180251.0,Yes,45800,2023-08-07,2026-01-21,No,Clean history
C0276,ABC Ltd,Financial Institutions,Singapore,7840141.0,4485,67.0,53651.0,YES,83961,2023-06-10,2025-11-27,Y,Needs review
C0645,NextGen Corp,Financial Institutions,Canada,5792493.0,1444,60.0,7204.0,YES,90012,2023-09-24,2026-10-26,Yes,Good client
C0879,ABC Pvt,Manufacturing,Australia,7917304.0,1848,71.0,68353.0,NO,45066,2022-02-24,2026-07-10,No,Frequent small claims
C0468,Secure Enterprises,Manufacturing,Canada,9322335.0,3205,55.0,180829.0,No,49810,2024-08-16,2026-08-14,N,Needs review
C0960,XYZ Ltd,Healthcare,Germany,7060534.0,2711,38.0,74087.0,NO,81972,2023-10-08,2025-05-19,Y,Clean history
C0633,Secure Ltd,Technology,Singapore,3351298.0,1762,57.0,189626.0,Yes,25183,2023-02-12,2025-04-09,No,Good client
C0004,Secure Corp,,Singapore,2334489.0,4293,14.0,192116.0,Yes,34998,2023-04-21,2026-07-05,Yes,Clean history
C0948,Global Solutions,Technology,Germany,4490020.0,3660,54.0,20088.0,NO,1881,2024-10-24,2026-10-23,No,Needs review
C0978,NextGen Corp,Retail,UK,1998739.0,2152,91.0,90774.0,NO,86402,2023-10-06,2025-08-10,No,Frequent small claims
C0803,Allied Solutions,Manufacturing,,5089847.0,1674,35.0,155774.0,NO,54199,2020-09-04,2026-09-12,No,Policy renewal pending
C0200,NextGen Pvt,Retail,Canada,6414127.0,3202,17.0,151045.0,No,69212,2022-02-05,2026-03-27,Yes,Needs review
C0772,XYZ Ltd,Healthcare,Canada,3980993.0,4959,86.0,106971.0,Y,68226,2018-04-17,2026-05-15,Yes,Policy renewal pending
C0699,Global Corp,Energy,India,7163410.0,3482,72.0,40063.0,NO,76312,2024-07-03,2026-04-10,N,Data mismatch
C0555,ABC Solutions,Manufacturing,Singapore,6162903.0,139,89.0,127118.0,NO,77241,2019-03-23,2026-10-25,No,Data mismatch
C0755,Allied Ltd,Energy,India,218033.0,1064,99.0,19122.0,Y,61845,2020-09-03,2025-04-19,Y,Policy renewal pending
C0346,Global Enterprises,Financial Institutions,Germany,3475957.0,4315,,5276.0,No,11087,2019-06-17,2026-12-21,No,Needs review
C0806,NextGen Enterprises,Technology,UK,3194235.0,3197,16.0,133498.0,No,3327,2022-04-28,2025-09-27,Y,Data mismatch
C0579,NextGen Solutions,Manufacturing,UK,7025877.0,2480,15.0,41609.0,N,10625,2018-04-07,2025-08-30,Y,Needs review
C0321,Global Pvt,Healthcare,UK,4453127.0,1963,94.0,198392.0,NO,15954,2022-07-23,2025-12-18,Y,Frequent small claims
C0924,NextGen Ltd,Manufacturing,Germany,3477778.0,3779,85.0,50475.0,No,80072,2024-09-23,2026-07-15,N,Policy renewal pending
C0081,XYZ Enterprises,Telecom,Germany,1385160.0,4616,98.0,150448.0,N,85024,2020-07-27,2026-09-17,Y,Frequent small claims
C0910,Allied Solutions,Financial Institutions,Germany,3231209.0,711,2.0,39148.0,N,73616,2024-04-03,2025-01-17,Yes,Clean history
C0823,NextGen Corp,Financial Institutions,Singapore,954016.0,1076,58.0,58521.0,YES,5750,2023-11-28,2026-08-08,Y,Late claims
C0286,Allied Enterprises,Technology,Australia,3906688.0,4438,36.0,83518.0,YES,81982,2020-02-10,2025-05-01,Y,Clean history
C0855,Allied Corp,Retail,USA,5384958.0,4932,72.0,113946.0,Yes,46172,2018-11-11,2026-04-08,No,Good client
C0609,XYZ Enterprises,Telecom,Canada,9655196.0,3715,33.0,,No,44948,2024-07-21,2025-10-13,No,Policy renewal pending
C0581,NextGen Pvt,Technology,Germany,6067106.0,508,71.0,144088.0,Y,76509,2024-10-06,2025-02-04,N,Clean history
C0107,NextGen Pvt,Telecom,Canada,591234.0,1351,83.0,99475.0,No,55312,2022-08-23,2025-06-08,Yes,Late claims
C0787,NextGen Enterprises,Retail,Singapore,521240.0,538,41.0,133727.0,Yes,89049,2024-05-24,2025-01-21,N,Clean history
C0220,Secure Solutions,Healthcare,,5351035.0,4282,49.0,135544.0,No,54318,2018-05-02,2026-06-01,N,Good client
C0621,Secure Corp,Financial Institutions,Canada,1210389.0,952,49.0,56955.0,N,49145,2021-05-03,2025-10-06,Yes,Frequent small claims
C0406,NextGen Solutions,,UK,2264367.0,2035,16.0,,N,15534,2018-05-04,2025-12-08,Yes,Clean history
C0219,Secure Pvt,Retail,USA,3545376.0,678,72.0,192954.0,No,95667,2022-08-16,2026-12-26,Yes,Needs review
C0716,Secure Enterprises,Financial Institutions,UK,7857202.0,669,27.0,173925.0,Y,68798,2018-01-02,2025-02-26,Y,Late claims
C0599,Allied Solutions,Telecom,UK,4137776.0,799,89.0,148022.0,NO,53442,2022-04-14,2026-02-01,N,Data mismatch
C0955,Allied Enterprises,Manufacturing,Germany,9788053.0,2478,52.0,107842.0,NO,48920,2022-03-25,2025-02-24,Yes,Needs review
C0511,XYZ Corp,Manufacturing,USA,633636.0,4015,84.0,116022.0,YES,27197,2018-03-29,2025-07-12,Yes,Good client
C0290,Prime Corp,Telecom,Germany,2827423.0,4544,13.0,195026.0,Yes,79052,2022-01-26,2026-04-24,Y,Clean history
C0328,NextGen Enterprises,Healthcare,Singapore,7882937.0,52,21.0,26826.0,YES,92471,2024-08-26,2026-04-07,N,Frequent small claims
C0893,Prime Enterprises,Technology,USA,2709089.0,4865,9.0,15775.0,Yes,79675,2022-04-26,2026-09-08,Y,Clean history
C0008,NextGen Enterprises,Technology,Germany,4572471.0,4472,66.0,91716.0,NO,44814,2018-12-10,2025-08-29,Yes,Clean history
C0743,Secure Corp,Manufacturing,Singapore,9303739.0,1258,59.0,43870.0,Yes,19288,2023-04-03,2026-02-20,Yes,Good client
C0648,ABC Ltd,Healthcare,USA,6295200.0,4782,99.0,36131.0,Yes,28901,2024-01-24,2026-12-13,N,Late claims
C0862,Allied Enterprises,Technology,Singapore,1484418.0,155,25.0,,Yes,82956,2022-11-16,2026-12-05,Y,Clean history
C0394,Prime Solutions,Manufacturing,Australia,6568703.0,2769,86.0,66388.0,NO,46313,2019-05-26,2026-01-11,N,Policy renewal pending
C0606,NextGen Corp,Retail,UK,1700396.0,4840,68.0,133681.0,YES,47788,2023-01-03,2025-05-05,N,Late claims
C0110,ABC Pvt,Energy,Australia,6267294.0,491,83.0,184510.0,Yes,95556,2021-08-11,2026-03-09,No,Needs review
C0021,Prime Pvt,Telecom,Germany,9795979.0,3426,82.0,36337.0,Yes,50445,2020-11-19,2025-03-29,No,Data mismatch
C0946,Secure Pvt,Telecom,,3457679.0,2614,40.0,,Y,13900,2021-04-02,2025-12-17,N,Data mismatch
C0038,Allied Enterprises,Healthcare,Canada,3485659.0,1531,88.0,27207.0,Yes,67391,2018-11-27,2026-05-19,N,Policy renewal pending
C0568,Secure Ltd,Retail,Australia,3438442.0,3194,50.0,31672.0,No,59049,2019-08-23,2026-05-03,N,Frequent small claims
C0246,Global Enterprises,Energy,Singapore,6424167.0,4161,21.0,180767.0,N,76162,2022-07-18,2025-09-15,Yes,Good client
C0120,Secure Enterprises,Technology,India,8071379.0,90,73.0,105123.0,No,22625,2023-04-23,2026-08-14,No,Needs review
C0395,NextGen Pvt,Telecom,Canada,,3558,90.0,15207.0,YES,92365,2023-01-18,2026-04-20,N,Late claims
C0267,Prime Corp,Financial Institutions,Germany,5234207.0,4842,92.0,191762.0,Y,92708,2021-06-16,2026-05-22,Y,Good client
C0302,Prime Corp,Retail,Australia,4942611.0,60,40.0,41304.0,Yes,25398,2018-06-22,2025-11-18,N,Good client
C0930,Allied Solutions,Financial Institutions,Singapore,,2399,44.0,62649.0,N,31480,2018-06-29,2025-11-12,N,Policy renewal pending
C0992,XYZ Corp,Manufacturing,India,9866854.0,2418,90.0,26644.0,YES,46675,2019-01-31,2026-05-02,Yes,Frequent small claims
C0132,Allied Ltd,Financial Institutions,Singapore,4674293.0,3003,97.0,153930.0,YES,94426,2019-08-23,2026-10-16,N,Needs review
C0022,Secure Ltd,Technology,Germany,9405648.0,4574,55.0,141554.0,N,70305,2024-01-27,2025-04-05,Y,Frequent small claims
C0854,Prime Ltd,Energy,Singapore,5305597.0,4615,100.0,196051.0,N,25479,2024-10-19,2026-02-03,Y,Data mismatch
C0941,XYZ Enterprises,Energy,Australia,8614493.0,2522,65.0,143286.0,No,93036,2021-11-18,2026-05-02,N,Good client
C0902,Secure Pvt,Financial Institutions,Germany,6967100.0,1512,59.0,153036.0,N,10345,2020-10-26,2025-05-07,N,Late claims
C0580,Secure Solutions,Telecom,Singapore,9905685.0,2104,48.0,179037.0,Y,67165,2021-03-05,2025-07-24,Y,Late claims
C0556,NextGen Enterprises,,Singapore,4508224.0,1759,77.0,52377.0,YES,93583,2022-11-28,2026-11-10,Y,Needs review
C0083,Allied Enterprises,Retail,Canada,5273036.0,4541,25.0,76425.0,N,81938,2023-06-07,2025-05-12,Yes,Data mismatch
C0614,Global Corp,Financial Institutions,Australia,3180201.0,2970,98.0,156519.0,Y,52198,2023-05-15,2025-01-14,N,Clean history
C0329,Allied Solutions,Manufacturing,Germany,6626818.0,4305,8.0,73026.0,No,21225,2021-03-21,2026-04-19,Y,Needs review
C0809,Secure Ltd,Energy,Germany,2959653.0,2240,99.0,189646.0,No,94386,2020-09-18,2026-08-15,No,Needs review
C0159,Allied Corp,,USA,8423735.0,2761,,147810.0,YES,74816,2021-10-24,2026-07-06,Yes,Needs review
C0595,Allied Solutions,Telecom,USA,9279875.0,1610,37.0,156379.0,NO,31455,2022-06-26,2026-08-18,N,Late claims
C0635,ABC Solutions,Telecom,Australia,8489012.0,1323,74.0,121895.0,NO,71246,2024-12-27,2025-01-31,No,Data mismatch
C0868,NextGen Corp,Healthcare,Australia,1235964.0,3466,22.0,186646.0,Y,44254,2021-11-30,2026-06-23,Yes,Good client
C0037,XYZ Corp,Energy,,3516664.0,4923,30.0,75028.0,Y,99303,2018-08-23,2025-01-15,Y,Frequent small claims
C0548,Allied Enterprises,Telecom,Australia,5906466.0,51,92.0,163819.0,NO,41003,2021-05-24,2026-03-01,No,Data mismatch
C0183,Allied Solutions,Manufacturing,UK,8758144.0,3599,52.0,154765.0,Y,81132,2018-05-04,2026-04-22,No,Frequent small claims
C0295,Allied Solutions,Financial Institutions,,3544084.0,2158,32.0,25878.0,Yes,54122,2021-05-01,2025-04-19,Y,Clean history
C0189,Allied Corp,Telecom,Germany,5578047.0,3054,82.0,13036.0,NO,70821,2019-03-29,2026-09-08,No,Late claims
C0485,Prime Solutions,Technology,Canada,9715215.0,2030,70.0,152281.0,YES,92910,2024-12-23,2025-08-01,No,Late claims
C0014,Secure Corp,Financial Institutions,Canada,6119877.0,2532,75.0,173490.0,Y,41328,2019-05-04,2025-01-19,Yes,Data mismatch
C0785,Prime Enterprises,Retail,USA,9649765.0,3878,52.0,113714.0,YES,14995,2023-07-28,2026-07-14,Y,Good client
C0029,Global Pvt,Financial Institutions,UK,5247581.0,4339,60.0,38623.0,Y,85842,2023-12-18,2025-11-24,N,Frequent small claims
C0367,ABC Corp,Energy,USA,549395.0,367,30.0,145836.0,NO,93782,2022-10-17,2026-04-27,Yes,Data mismatch
C0042,Secure Ltd,Financial Institutions,Singapore,1925665.0,104,67.0,195590.0,YES,52815,2023-01-24,2025-02-14,N,Late claims
C0657,Prime Pvt,Technology,USA,8996761.0,4623,26.0,103934.0,N,93459,2020-01-01,2025-04-09,Yes,Clean history
C0350,ABC Pvt,Retail,Germany,,1468,95.0,57887.0,N,17413,2019-01-04,2026-11-08,N,Late claims
C0419,ABC Pvt,Energy,Germany,5798848.0,1297,37.0,134936.0,NO,69724,2019-08-06,2026-11-23,Yes,Needs review
C0121,ABC Enterprises,Financial Institutions,Australia,3431068.0,2131,87.0,,Yes,32088,2019-07-06,2026-06-07,N,Data mismatch
C0103,XYZ Pvt,Retail,UK,6345035.0,4083,43.0,,YES,94776,2018-01-07,2025-02-16,N,Good client
C0686,ABC Pvt,Financial Institutions,Australia,807689.0,2096,43.0,28989.0,NO,52656,2018-11-11,2025-04-12,N,Frequent small claims
C0256,Secure Corp,Healthcare,Australia,3004941.0,4904,51.0,123418.0,YES,23248,2021-10-13,2026-04-19,Yes,Data mismatch
C0559,ABC Ltd,Healthcare,Singapore,5803737.0,3091,73.0,191693.0,Yes,76674,2022-02-25,2026-07-10,Y,Needs review
C0494,Global Pvt,Manufacturing,Canada,,1034,10.0,175201.0,YES,36945,2022-01-25,2025-04-27,No,Clean history
C0687,Allied Solutions,Energy,Australia,1396516.0,4605,19.0,80451.0,NO,17375,2021-07-08,2025-05-31,N,Frequent small claims
C0416,Global Ltd,Financial Institutions,Australia,7168121.0,2564,24.0,28782.0,YES,56053,2024-06-07,2026-02-01,N,Data mismatch
C0675,XYZ Corp,Technology,USA,650222.0,179,72.0,111956.0,Yes,61114,2023-08-16,2025-04-08,No,Good client
C0688,NextGen Corp,Healthcare,Singapore,3563351.0,4073,69.0,23990.0,N,65206,2021-03-18,2026-04-15,Y,Good client
C0374,XYZ Pvt,Retail,India,3000603.0,2046,1.0,,Yes,36455,2020-12-18,2026-05-02,Y,Data mismatch
C0147,Allied Corp,Manufacturing,UK,3007360.0,4939,7.0,176675.0,Y,34510,,2026-03-22,Yes,Needs review
C0870,NextGen Pvt,Manufacturing,Canada,,3580,83.0,130555.0,Yes,12453,2019-06-20,2026-02-04,Y,Policy renewal pending
C0348,XYZ Enterprises,Energy,Canada,3339576.0,4185,27.0,153683.0,Y,23408,2021-12-23,2026-05-08,No,Late claims
C0423,Secure Pvt,Energy,Australia,5184921.0,2432,74.0,171668.0,Y,10799,2022-12-27,2026-12-07,N,Good client
C0843,XYZ Ltd,Financial Institutions,,4299591.0,456,82.0,39540.0,NO,19539,2021-09-26,2025-12-09,N,Policy renewal pending
C0531,ABC Pvt,Technology,Australia,5509861.0,1617,,128106.0,No,78542,2022-11-12,2025-04-24,No,Good client
C0891,Prime Corp,Healthcare,Australia,3781262.0,1710,81.0,183140.0,No,23906,2022-01-23,2026-02-28,No,Policy renewal pending
C0799,Global Corp,Technology,Canada,4712338.0,3762,11.0,148369.0,Yes,82895,2021-01-13,2025-09-24,Yes,Frequent small claims
C0757,Global Pvt,Healthcare,USA,5972354.0,4662,92.0,73431.0,No,61169,2018-04-29,2026-08-01,No,Late claims
C0162,Global Ltd,Energy,Singapore,161087.0,1835,10.0,16120.0,No,79832,2018-07-03,2026-01-10,No,Policy renewal pending
C0035,Global Pvt,Financial Institutions,Germany,5599720.0,4200,45.0,73648.0,No,39194,2018-02-08,2025-03-16,Yes,Frequent small claims
C0906,Secure Ltd,Healthcare,USA,6197091.0,3229,68.0,173616.0,Y,33455,2022-10-03,2025-11-17,Yes,Policy renewal pending
C0199,XYZ Corp,Financial Institutions,USA,2015631.0,2758,64.0,68918.0,Y,94851,2019-01-01,2025-04-06,N,Needs review
C0677,Global Solutions,Financial Institutions,USA,7895134.0,4983,97.0,191823.0,N,25525,2020-11-29,2025-07-10,N,Frequent small claims
C0617,Prime Ltd,Healthcare,Germany,9763340.0,804,43.0,34336.0,Y,24031,2020-10-09,2025-03-02,No,Clean history
C0231,Prime Corp,Financial Institutions,India,786976.0,1516,65.0,161951.0,YES,83104,2020-11-25,2025-08-15,Y,Policy renewal pending
C0921,Global Pvt,Financial Institutions,Australia,5625633.0,819,11.0,116435.0,N,54353,2022-11-26,2026-07-29,Y,Policy renewal pending
